Wall time,Step,Value
1696149699.1248326,25899,0.041650112718343735
1696149760.4014063,25999,0.07819631695747375
1696150188.7438376,26699,0.046857383102178574
1696150219.358776,26749,0.03892847150564194
1696150280.373778,26849,0.07969449460506439
1696150341.9408648,26949,0.3391008973121643
1696150403.1156812,27049,0.05706136301159859
1696150525.4031394,27249,0.0930657908320427
1696150586.4851108,27349,0.05506157875061035
1696150770.7437067,27649,0.042807504534721375
1696150892.7287812,27849,0.037097781896591187
1696151076.0337422,28149,0.020448043942451477
1696151137.4507072,28249,0.007918980903923512
1696151259.642671,28449,0.0422983281314373
1696151750.3268783,29249,0.018320411443710327
1696151934.366829,29549,0.056250859051942825
1696152057.072541,29749,0.0473020002245903
1696152118.385554,29849,0.14471334218978882
1696152639.0928109,30699,0.07873006165027618
1696152669.502334,30749,0.06679931282997131
1696152914.9127226,31149,0.018833063542842865
1696152945.3863034,31199,0.04147975891828537
1696153098.0236988,31449,0.11212598532438278
1696153128.6766953,31499,0.09148254990577698
1696153373.4089565,31899,0.7305431962013245
1696153556.6540687,32199,0.037381161004304886
1696153587.1187773,32249,0.04062196612358093
1696153740.015237,32499,0.03051680326461792
1696154015.2846851,32949,0.03404612839221954
1696154076.8072436,33049,0.2713538110256195
1696154291.0554545,33399,0.016797011718153954
1696154537.1016681,33799,0.01303540077060461
1696154567.5518818,33849,0.14105091989040375
1696155055.8532317,34649,0.04016190394759178
1696155116.852512,34749,0.04110973700881004
1696155943.137621,36099,0.03694946691393852
1696156004.3377318,36199,0.2378905862569809
1696156065.4255254,36299,0.05756862834095955
1696156156.8629255,36449,0.023042598739266396
1696156249.6318586,36599,0.0920514389872551
1696156280.3217604,36649,0.06473162770271301
1696156647.3831291,37249,0.02524375356733799
1696157259.6349952,38249,0.036037687212228775
1696157596.171594,38799,0.02486378513276577
1696157626.7506855,38849,0.026616830378770828
1696157810.6597931,39149,0.41097959876060486
1696157993.538731,39449,0.06523458659648895
1696158482.802849,40249,0.10756651312112808
1696158513.8318148,40299,0.6694480180740356
1696158574.8528984,40399,0.053689174354076385
1696158940.9675999,40999,0.0629584938287735
1696159339.1196935,41649,0.07153620570898056
1696159583.955815,42049,0.2783377766609192
1696159676.1650338,42199,0.04998825863003731
1696160104.636722,42899,0.04177211970090866
1696160257.3321226,43149,0.007094934582710266
1696160379.8399174,43349,0.04008088260889053
1696160533.3227549,43599,0.03054230473935604
1696160992.4034264,44349,0.04815717786550522
1696161329.6708603,44899,0.025359444320201874
1696161451.8329163,45099,0.039490874856710434
1696162338.491083,46549,0.11316404491662979
1696162399.633728,46649,0.01817801222205162
1696162705.4563563,47149,0.06963423639535904
1696162920.783158,47499,0.044037505984306335
1696163348.899925,48199,0.03435632586479187
1696163838.7345033,48999,0.024224357679486275
1696163930.5471792,49149,0.07632645219564438
1696164298.463235,49749,0.045297764241695404
1696164451.3357499,49999,0.04876392334699631
1696164543.5395215,50149,0.06998235732316971
1696164605.1412053,50249,0.04264063760638237
1696164942.4852781,50799,0.13077174127101898
1696165156.780783,51149,0.032087329775094986
1696165279.7492023,51349,0.09094633162021637
1696165341.015877,51449,0.1191416010260582
1696165616.89493,51899,0.006781939882785082
1696166198.73692,52849,0.013354320079088211
1696166627.0202885,53549,0.014977995306253433
1696166657.4040303,53599,0.018979327753186226
1696166718.16967,53699,0.031124234199523926
1696166841.0467515,53899,0.02601645700633526
1696167117.6059723,54349,0.027150848880410194
1696167485.708669,54949,0.09715735167264938
1696167608.8398862,55149,0.00798272155225277
1696167669.7222507,55249,0.16968882083892822
1696167761.2787004,55399,0.15893177688121796
1696167822.5248783,55499,0.010643132030963898
1696167883.8008718,55599,0.010731207206845284
1696168188.788015,56099,0.033071063458919525
1696168311.2589045,56299,0.012366564944386482
1696168524.7689738,56649,0.020316509529948235
1696168586.0047615,56749,0.057370077818632126
1696168738.6822324,56999,0.058062031865119934
1696168953.2857327,57349,0.023754063993692398
1696169105.7447662,57599,0.067179836332798
1696169136.2119963,57649,0.00462040351703763
1696169502.8261778,58249,0.03425619751214981
1696169809.2763531,58749,0.20188367366790771
1696169870.5182374,58849,0.1527261734008789
1696169900.993887,58899,0.44908779859542847
1696170115.2021224,59249,0.19216139614582062
1696170268.6060393,59499,0.05326087772846222
1696170390.7695303,59699,0.03394705429673195
1696170421.4238753,59749,0.1900467723608017
1696170788.7392771,60349,0.022271841764450073
1696171033.766069,60749,0.008671593852341175
1696171155.9231894,60949,0.03310869634151459
1696171309.0138168,61199,0.021140988916158676
1696171370.0775979,61299,0.028890224173665047
1696171952.5022678,62249,0.05850454047322273
1696172013.9252775,62349,0.006521423347294331
1696172167.1938477,62599,0.03117183782160282
1696172197.7387776,62649,0.025456072762608528
1696172258.8560567,62749,0.025095196440815926
1696172351.215716,62899,0.021968809887766838
1696172473.7977374,63099,0.04617207124829292
1696172657.727613,63399,0.07461578398942947
1696172779.6021416,63599,0.03238752856850624
1696172932.5716739,63849,0.02590569108724594
1696173115.7918875,64149,0.015496431849896908
1696173208.3906891,64299,0.03154894337058067
1696173360.7488081,64549,0.06780382245779037
1696173605.1462114,64949,0.07856619358062744
1696173728.262271,65149,0.050245147198438644
1696173850.3616645,65349,0.011281358078122139
1696174125.9409316,65799,0.08086448162794113
1696174339.5328176,66149,0.043672963976860046
1696174431.523201,66299,0.3087025284767151
1696174462.3396323,66349,0.03474847599864006
1696174737.922142,66799,0.10483136028051376
1696175043.5493796,67299,0.010638396255671978
1696175502.9148347,68049,0.04535764083266258
1696175625.2705526,68249,0.045972295105457306
1696175961.1562219,68799,0.0471816211938858
1696175991.6369247,68849,0.01510077714920044
1696176113.7547085,69049,0.08387787640094757
1696176512.425327,69699,0.06343704462051392
1696177246.582317,70899,0.043437276035547256
1696177888.4289124,71949,0.07457596063613892
1696177918.9959693,71999,0.06160552427172661
1696178224.556122,72499,0.1697923243045807
1696178468.5297303,72899,0.09640008956193924
1696178499.1406238,72949,0.018484877422451973
1696178590.78996,73099,0.005934619810432196
1696178988.409442,73749,0.00322133582085371
1696179049.615148,73849,0.00622805068269372
1696179386.5426989,74399,0.08799323439598083
1696179477.8989944,74549,0.10505126416683197
1696179600.026686,74749,0.11791741102933884
1696179843.9999378,75149,0.055808328092098236
1696180057.2510843,75499,0.02358504757285118
1696180087.8641808,75549,0.05180255323648453
1696180179.2298167,75699,0.061215728521347046
1696180271.5249004,75849,0.04065503552556038
1696180637.5288286,76449,0.019320089370012283
1696180821.3513474,76749,0.02294476144015789
1696180944.2227452,76949,0.11128789931535721
1696181249.33468,77449,0.017550528049468994
1696181341.5069098,77599,0.06143627688288689
1696181769.8603733,78299,0.46372106671333313
1696181861.6211898,78449,0.031846046447753906
1696182014.3702254,78699,0.08938536047935486
1696182106.4866402,78849,0.005053222645074129
1696182382.5619805,79299,0.06452213227748871
1696182718.6736805,79849,0.06276543438434601
1696182871.2723324,80099,0.074647456407547
1696182932.2101824,80199,0.01586013473570347
1696183666.3801064,81399,0.05706708878278732
1696183910.5951488,81799,0.08321846276521683
1696183971.6977844,81899,0.005716945976018906
1696184063.4907656,82049,0.02018347941339016
1696184246.131173,82349,0.01334514282643795
1696184276.6680038,82399,0.02908123843371868
1696184490.8073702,82749,0.05444992706179619
1696184734.545743,83149,0.05840591713786125
1696184855.87978,83349,0.004357535857707262
1696184978.6181703,83549,0.006843287963420153
1696185192.5686855,83899,0.07873145490884781
1696185253.7536113,83999,0.02618536911904812
1696185437.176884,84299,0.024672897532582283
1696185712.0467725,84749,0.05544522777199745
1696185957.1071746,85149,0.03227890282869339
1696186018.3443925,85249,0.0015272889286279678
1696186110.3786917,85399,0.03322571888566017
1696186203.2996025,85549,0.022805020213127136
1696186233.9757466,85599,0.017208583652973175
1696186448.7884421,85949,0.06987228989601135
1696186601.8253791,86199,0.019631002098321915
1696186815.155144,86549,0.02542595937848091
1696187090.2748394,86999,0.037642620503902435
1696187212.8603003,87199,0.06791408360004425
1696187274.6846566,87299,0.02917006053030491
1696187549.8232307,87749,0.0072225057519972324
1696187885.5087683,88299,0.016923565417528152
1696188192.165658,88799,0.030330166220664978
1696188253.314267,88899,0.08021710813045502
1696188467.521488,89249,0.06233777478337288
1696188620.6832492,89499,0.006624811328947544
1696188712.1407475,89649,0.016916638240218163
1696188957.332728,90049,0.375346839427948
1696189539.5919807,90999,0.027449510991573334
1696189875.1243243,91549,0.03851896524429321
1696190396.0267882,92399,0.052831463515758514
1696190518.7742546,92599,0.20283418893814087
1696190793.9597783,93049,0.023951971903443336
1696190946.7052076,93299,0.0023231073282659054
1696190977.559195,93349,0.1403089016675949
1696191008.2920017,93399,0.41370102763175964
1696191651.0739057,94449,0.05982965603470802
1696191987.3974977,94999,0.5323894023895264
1696192079.5967546,95149,0.05578276515007019
1696192262.90821,95449,0.042576611042022705
1696192293.2535608,95499,0.01699097454547882
1696192415.423673,95699,0.08042991161346436
1696192568.8468251,95949,0.14683422446250916
1696192752.6768987,96249,0.02115541324019432
1696192783.1861784,96299,0.10997424274682999
1696193119.4969144,96849,0.09087789803743362
1696193241.9965453,97049,0.06344147771596909
1696193272.6445613,97099,0.016621330752968788
1696193394.7654755,97299,0.04137514904141426
1696193456.232058,97399,0.12498027086257935
1696193732.3149555,97849,0.00857813935726881
1696193854.8057938,98049,0.03649340942502022
1696193885.4467123,98099,0.09633570909500122
1696193946.801156,98199,0.05477652698755264
1696193977.410693,98249,0.03478509932756424
1696194038.9182615,98349,0.019307302311062813
1696194375.3419702,98899,0.017431478947401047
1696194436.8663838,98999,0.006081575062125921
1696194681.5186706,99399,0.06609505414962769
1696194711.9140394,99449,0.048420500010252
1696194804.1586273,99599,0.025164958089590073
1696195893.3898926,101349,0.03427803888916969
1696196545.6059139,102399,0.12835435569286346
1696196794.209114,102799,0.005839969497174025
1696197166.1319535,103399,0.05888311564922333
1696197259.3017912,103549,0.05841895937919617
1696197538.0044038,103999,0.01938110589981079
1696197847.1371202,104499,0.023510564118623734
1696198095.062934,104899,0.04581508785486221
1696198188.2150674,105049,0.03546192869544029
1696198281.393747,105199,0.09968960285186768
1696198466.827584,105499,0.04250602051615715
1696198621.105025,105749,0.018111377954483032
1696198651.928835,105799,0.009366868995130062
1696198776.6251478,105999,0.006798017304390669
1696198807.5691783,106049,0.0862155556678772
1696199024.4909241,106399,0.01587887853384018
1696199397.3882332,106999,0.03835350647568703
1696200017.1579382,107999,0.022554529830813408
1696200326.8866658,108499,0.010695075616240501
1696200882.4100633,109399,0.03128945454955101
1696201099.7378922,109749,0.0876733809709549
1696201316.1318855,110099,0.03844018280506134
1696201564.1850824,110499,0.02352592535316944
1696201625.8770442,110599,0.0521610863506794
1696201750.573766,110799,0.10542827844619751
1696201936.4325714,111099,0.07781018316745758
1696202060.3548565,111299,0.013447532430291176
1696202401.8503537,111849,0.0462530218064785
1696202495.4911742,111999,0.00529720913618803
1696202650.223981,112249,1.1680214405059814
1696203053.621239,112899,0.025341849774122238
1696203796.8330247,114099,0.017762452363967896
1696204539.2020555,115299,0.025590911507606506
1696204570.5210512,115349,0.00607094494625926
1696204880.6940446,115849,0.029627135023474693
1696204973.9539309,115999,0.08761841803789139
1696205129.14387,116249,0.040551602840423584
1696205376.7908401,116649,0.09401765465736389
1696205686.5029364,117149,0.015954196453094482
1696205996.14899,117649,1.1200611591339111
1696206212.6559253,117999,0.038501232862472534
1696207142.4649732,119499,0.007767316419631243
1696207266.7509377,119699,0.01906546764075756
1696207297.2877297,119749,0.012836598791182041
1696207420.7677853,119949,0.014426452107727528
1696208351.3629837,121449,0.017017286270856857
1696208444.5421002,121599,0.03888922557234764
1696208568.2180061,121799,0.042738787829875946
1696208599.3801532,121849,0.023664742708206177
1696208753.8231392,122099,0.09435058385133743
1696209155.6328852,122749,0.03548753634095192
1696209403.8752453,123149,0.0089776162058115
1696209497.1078985,123299,0.013905261643230915
1696210116.3099256,124299,0.013371889479458332
1696210364.1287377,124699,0.03126942366361618
1696210518.932266,124949,0.04999801144003868
1696210581.0798953,125049,0.06171821802854538
1696210673.6982934,125199,0.009429119527339935
1696210735.369997,125299,0.008619176223874092
1696210766.2922504,125349,0.03409571945667267
1696211106.7200546,125899,0.005948538426309824
1696211138.0540318,125949,0.02521580457687378
1696211169.2729735,125999,0.031567178666591644
1696211231.274102,126099,0.06195812672376633
1696211293.6422045,126199,0.035230349749326706
1696211448.0222313,126449,0.13294121623039246
1696211509.7209344,126549,0.05248960107564926
1696211758.1897504,126949,0.004552328027784824
1696212592.9930837,128299,0.9031385779380798
1696212624.076681,128349,0.025443892925977707
1696212963.4055202,128899,0.029030919075012207
1696212994.5062544,128949,0.056200090795755386
1696213303.9821355,129449,0.056572720408439636
1696213334.8701,129499,0.01530398242175579
1696213427.313364,129649,0.005752545781433582
1696213644.1637619,129999,0.017241645604372025
1696213861.373914,130349,0.004229923244565725
1696214263.1027732,130999,0.22821709513664246
1696214511.6802359,131399,0.027100367471575737
1696214542.7908874,131449,0.10164797306060791
1696214758.8319328,131799,0.011904449202120304
1696214851.421137,131949,0.07042128592729568
1696214882.4045393,131999,0.0611245222389698
1696214913.146731,132049,0.03250847011804581
1696215006.0723758,132199,0.05005806311964989
1696215595.918316,133149,0.04613806679844856
1696215843.7206695,133549,0.07740149646997452
1696215874.4251285,133599,0.01626157946884632
1696215967.1315346,133749,0.1563565880060196
1696216184.1101134,134099,0.06663470715284348
1696216277.063427,134249,0.08628860861063004
1696216339.225579,134349,0.06398913264274597
1696216432.375306,134499,0.00955288391560316
1696216556.3088737,134699,0.0880548357963562
1696216835.2657552,135149,0.08579976856708527
1696217021.661058,135449,0.04721802473068237
1696217176.056844,135699,0.09788250178098679
1696217300.090958,135899,0.0022615741472691298
1696217362.2725935,135999,0.000810614787042141
1696217671.5587206,136499,0.06126709282398224
1696217702.4870625,136549,0.04977147653698921
1696217825.6265378,136749,0.03513261675834656
1696217980.4799666,136999,0.012020287103950977
1696218011.3595943,137049,0.060254503041505814
1696218042.3443081,137099,0.03911883756518364
1696218135.349379,137249,0.04243661090731621
1696218413.7498367,137699,0.1123429387807846
1696218444.637131,137749,0.017851926386356354
1696218475.9133048,137799,0.004344255663454533
1696218631.1110375,138049,0.25252169370651245
1696218785.5868702,138299,0.013525272719562054
1696218878.4391484,138449,0.38550636172294617
1696218970.8191535,138599,0.06677253544330597
1696219032.921893,138699,0.2006997913122177
1696219095.4799669,138799,0.004276974592357874
1696219187.9838436,138949,0.06106370687484741
1696219404.4670458,139299,0.02403937093913555
1696219775.2047822,139899,0.007189201191067696
1696219837.3818116,139999,0.0037470816168934107
1696220239.0637562,140649,0.00609433650970459
1696220610.6336987,141249,0.017791111022233963
1696220921.0735488,141749,0.07033061981201172
1696221044.5606346,141949,0.012800652533769608
1696221229.8892767,142249,0.03465539216995239
1696221446.7732053,142599,0.03740163519978523
1696221477.71746,142649,0.01381275150924921
1696221756.8151884,143099,0.011182629503309727
1696221787.6203718,143149,0.024827124550938606
1696222375.7618074,144099,0.020132211968302727
1696222406.6271725,144149,0.018465807661414146
1696222685.2849367,144599,0.015930579975247383
1696222746.646924,144699,0.0016358135035261512
1696223305.1493297,145599,0.015401571989059448
1696223429.0036194,145799,0.0008842506213113666
1696223522.2919776,145949,0.07396088540554047
1696223615.267842,146099,0.07751446962356567
1696223709.1751697,146249,0.04445089399814606
1696223894.4232965,146549,0.024808796122670174
1696224018.0215406,146749,0.03540967032313347
1696224048.9678745,146799,0.039817020297050476
1696224573.9762833,147649,0.004499285947531462
1696224666.9943783,147799,0.005070878192782402
1696224882.8549445,148149,0.11837867647409439
1696224975.6094668,148299,0.021880697458982468
1696225037.699284,148399,0.017808280885219574
1696225223.2292135,148699,0.02107946015894413
1696225624.4269,149349,0.007824336178600788
1696225934.0465014,149849,0.643875002861023
1696226026.3465893,149999,0.14538298547267914
1696226118.803585,150149,0.015593164600431919
1696226364.8098295,150549,0.013504949398338795
1696226643.0773673,150999,0.0017339353216812015
1696227107.52779,151749,0.056970201432704926
1696227511.100186,152399,0.016182390972971916
1696228098.8023012,153349,0.05499337986111641
1696228191.875817,153499,0.11254578083753586
1696228626.1480694,154199,0.006387689150869846
1696228657.2889228,154249,0.051740363240242004
1696228842.3528922,154549,0.02552858553826809
1696229027.4370816,154849,0.017248108983039856
1696229244.2828152,155199,0.009621018543839455
1696229274.9850996,155249,0.021431390196084976
1696229305.8790648,155299,0.03440065309405327
1696229368.318572,155399,0.039487022906541824
1696229491.9399176,155599,0.012238933704793453
1696229615.4385715,155799,0.06492258608341217
1696229738.0007277,155999,1.373069405555725
1696229768.798625,156049,0.009391183964908123
1696229799.6117022,156099,0.02301422506570816
1696229955.4167879,156349,0.04041646793484688
1696230017.1479535,156449,0.08410421013832092
1696230327.3084953,156949,0.7718409299850464
1696230544.652295,157299,0.026944899931550026
1696231411.6892133,158699,0.013162660412490368
1696231565.7753556,158949,0.00720793753862381
1696231844.3539171,159399,0.012959124520421028
1696231936.7037866,159549,0.009792797267436981
1696231998.0020592,159649,0.2013823240995407
1696232214.8414423,159999,0.0883161798119545
1696232370.0630832,160249,0.01827659271657467
1696232617.351334,160649,0.08792073279619217
1696232741.315904,160849,0.010291118174791336
1696232772.0950346,160899,0.02607017382979393
1696232864.6806324,161049,0.02710382267832756
1696232926.970757,161149,0.18423579633235931
1696233144.0779266,161499,0.0022575987968593836
1696233515.1554458,162099,0.013521927408874035
1696233576.5440261,162199,0.0022980321664363146
1696234257.9058752,163299,0.04848980903625488
1696234351.0758462,163449,0.027396779507398605
1696235278.7379405,164949,0.01522575132548809
1696235526.4716756,165349,0.008223902434110641
1696236579.1963322,167049,0.01819370687007904
1696236733.5437038,167299,0.0384737029671669
1696237074.509061,167849,0.47074946761131287
1696237352.8475652,168299,0.0021938318386673927
1696237569.2010705,168649,0.016306746751070023
1696237631.5310462,168749,0.018627507612109184
1696237724.7590828,168899,0.02796124294400215
1696237786.9378483,168999,0.0376908965408802
1696237941.9127898,169249,0.0545739121735096
1696237973.0491374,169299,0.016616588458418846
1696238220.7582195,169699,0.11080095916986465
1696238251.6201277,169749,0.007035339716821909
1696238562.184245,170249,0.021907927468419075
1696238686.4163458,170449,0.02320270799100399
1696238995.2807093,170949,0.23889271914958954
1696239119.1933956,171149,0.04880356043577194
1696239243.9304278,171349,0.027716465294361115
1696239491.7401328,171749,0.00241763424128294
1696239647.3028967,171999,0.0245364960283041
1696240111.7018182,172749,0.014889263547956944
1696240142.4827566,172799,0.04676420986652374
1696240328.1189628,173099,0.045956533402204514
1696240545.020085,173449,0.023816097527742386
1696240668.58394,173649,0.0337696298956871
1696240978.937002,174149,0.020718952640891075
1696241010.086716,174199,0.023438971489667892
1696241041.1222377,174249,0.029401550069451332
1696241072.0004396,174299,0.04365234076976776
1696241257.2332144,174599,0.004582144320011139
1696241318.9846263,174699,0.0011455075582489371
1696241412.1672928,174849,0.016614798456430435
1696241505.3029604,174999,0.021768413484096527
1696241536.148138,175049,0.03251015394926071
1696241628.8940413,175199,0.013045180588960648
1696241968.9178355,175749,0.03368014842271805
1696242341.9547079,176349,0.017048686742782593
1696242619.8300228,176799,0.13908623158931732
1696242650.6525116,176849,0.018399829044938087
1696242806.4337187,177099,0.019535960629582405
1696242899.1939337,177249,0.014928774908185005
1696243084.3659284,177549,0.005076321307569742
1696243207.9395118,177749,0.03301412984728813
1696243332.4896214,177949,0.01996481791138649
1696243580.2144983,178349,0.07688738405704498
1696243672.701003,178499,0.00338320923037827
1696243858.1751778,178799,0.002256279345601797
1696243889.2302568,178849,0.0329972505569458
1696244137.2632537,179249,0.06329149752855301
1696244230.1137187,179399,0.02333119325339794
1696244261.1867814,179449,0.000777405162807554
1696244632.6295118,180049,0.038391806185245514
1696245034.7706969,180699,0.010758616961538792
1696245065.6191072,180749,0.05466490238904953
1696245096.7679746,180799,0.034845978021621704
1696245127.8735058,180849,0.025134526193141937
1696245561.4308388,181549,0.0138612762093544
1696246302.2711055,182749,0.03161512315273285
1696246394.9928112,182899,0.008188093081116676
1696246457.123686,182999,0.04147602990269661
1696246518.8835452,183099,0.10335075110197067
1696246611.5937853,183249,0.07491068542003632
1696246735.1530504,183449,0.013563394546508789
1696246828.200769,183599,0.03252718970179558
1696246859.017267,183649,0.020303448662161827
1696247416.2000687,184549,0.010742973536252975
1696247725.8816953,185049,0.0009545717621222138
1696248097.190713,185649,0.0012367324670776725
1696248252.064971,185899,0.03824819251894951
1696248283.0586615,185949,0.14261604845523834
1696248376.4397862,186099,0.02885846048593521
1696248716.2737088,186649,0.07438050955533981
1696248746.6967006,186699,0.001936996472068131
1696249117.8466496,187299,0.04511061683297157
1696249148.697881,187349,0.008797481656074524
1696249210.60023,187449,0.11899824440479279
1696249241.3918052,187499,0.03736940771341324
1696249334.4533174,187649,0.03165694698691368
1696249365.358217,187699,0.04570678249001503
1696249396.3508446,187749,0.007338334806263447
1696249612.9693055,188099,0.013907959684729576
1696249675.1171403,188199,0.02266915701329708
1696250202.701065,189049,0.022952592000365257
1696250264.8880858,189149,0.030121294781565666
1696250296.3857896,189199,0.8011614084243774
1696250420.6150365,189399,0.6258190274238586
1696250514.1441836,189549,0.12831808626651764
1696251039.943027,190399,0.010911909863352776
1696251227.1172013,190699,0.037742771208286285
1696251536.1548119,191199,0.0023701649624854326
1696252030.7322907,191999,0.0166831836104393
1696252309.994156,192449,0.1884937882423401
1696252371.3241313,192549,0.042587973177433014
1696252433.5406888,192649,0.014944006688892841
1696252588.0132134,192899,0.09883877635002136
1696252680.940967,193049,0.013204461894929409
1696252960.5170949,193499,0.01448365394026041
1696253053.2720954,193649,0.0007478796178475022
1696253146.1970346,193799,0.03073788806796074
1696253981.3797262,195149,0.009085948579013348
1696254166.566192,195449,0.027860181406140327
1696254259.8107285,195599,0.06685290485620499
1696254383.6131358,195799,0.005487655755132437
1696254569.0643137,196099,0.010678970254957676
1696254661.6843712,196249,0.014527944847941399
1696254878.652462,196599,0.054371122270822525
1696254940.6561732,196699,0.04587646946310997
1696255033.015725,196849,0.02643587626516819
1696255559.7452366,197699,0.003066327655687928
1696255683.5652122,197899,0.047206081449985504
1696255931.1551456,198299,0.07349824905395508
1696255962.5518584,198349,0.0070838057436048985
1696256241.0255706,198799,0.041998241096735
1696256426.2186022,199099,0.010328970849514008
1696256457.0151534,199149,0.022174550220370293
1696256487.7978044,199199,0.11562136560678482
1696256580.7872024,199349,0.029697328805923462
1696256765.460658,199649,0.05787808820605278
1696257013.9291925,200049,0.04319765791296959
1696257268.500095,200449,0.003671075217425823
1696257393.0337486,200649,0.0031314536463469267
1696257455.6141255,200749,0.11795660853385925
1696257737.15086,201199,0.03849533572793007
1696257892.853007,201449,0.018782688304781914
1696258080.3143923,201749,0.04410576447844505
1696258266.3811815,202049,0.071437306702137
1696258483.941609,202399,0.0221321452409029
1696259043.1239305,203299,0.010026032105088234
1696259541.5048568,204099,0.4584675431251526
1696259572.6169884,204149,0.0011757503962144256
1696259635.07779,204249,0.03472433611750603
1696259759.337076,204449,0.1215943768620491
1696259883.176089,204649,0.04538513720035553
1696260411.79393,205499,0.03757484629750252
1696260597.8912222,205799,0.09881052374839783
1696260784.734926,206099,0.05590813606977463
1696260877.6821196,206249,0.049985479563474655
1696261436.5189784,207149,0.0038878261111676693
1696261560.526998,207349,0.01029215008020401
1696261777.0539873,207699,0.09664138406515121
1696261870.563109,207849,0.011857233941555023
1696262212.646848,208399,0.009602366015315056
1696262523.8293917,208899,0.06568948924541473
1696262555.137906,208949,0.0027816081419587135
1696262648.5406787,209099,0.007766368333250284
1696262989.4184153,209649,0.050626691430807114
1696263455.315935,210399,0.02626713179051876
1696263486.1050496,210449,0.00031455085263587534
1696263889.4868958,211099,0.01321189384907484
1696264074.8057654,211399,0.02204027585685253
1696264136.6104956,211499,0.0666508823633194
1696264167.7944026,211549,0.0060022249817848206
1696264353.9839988,211849,0.0054706851951777935
1696264664.001778,212349,0.09405428916215897
1696264757.0279086,212499,0.004452680237591267
1696264819.1241453,212599,0.0010553805623203516
1696264850.057305,212649,0.016666747629642487
1696264880.9955955,212699,0.009445232339203358
1696265004.8351738,212899,0.022341672331094742
1696265314.0126858,213399,0.026823624968528748
1696265716.7404103,214049,0.03222047910094261
1696265747.964755,214099,0.0060124085284769535
